CaseID,Attorney,Paralegal,Legal Assistant,Status,Open Date,Pending Date,Close Date,Jurisdiction,Case Type
ID-0225,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2020-07-04,2025-05-02,,USCIS,Asylum
ID-0226,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-07-05,,,Immigration Court,Cancellation of removal
ID-0227,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2020-07-06,,,USCIS,I-601
ID-0228,Attorney 2,Paralegal 1,Legal Assistant 3,Pending,2020-07-06,2023-08-11,,USCIS,Naturalization
ID-0229,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2020-07-07,2021-09-24,2022-07-10,USCIS,I-601A
ID-0230,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-07-10,2020-11-11,2023-11-30,USCIS,Asylum
ID-0231,Attorney 2,Paralegal 3,Legal Assistant 2,Closed,2020-07-10,2024-06-19,2024-08-14,USCIS,Relative Petition
ID-0232,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-07-13,2022-11-21,,USCIS,Adjustment of Status
ID-0233,Attorney 6,Paralegal 2,Legal Assistant 2,Open,2020-07-14,,,USCIS,Employment authorization
ID-0234,Attorney 2,Paralegal 1,Legal Assistant 3,Pending,2020-07-15,2022-03-26,,USCIS,Employment authorization
ID-0235,Attorney 5,Paralegal 3,Legal Assistant 2,Open,2020-07-15,,,USCIS,Adjustment of Status
ID-0236,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-07-16,2022-09-03,2023-09-02,USCIS,I-601
ID-0237,Attorney 4,Paralegal 5,Legal Assistant 1,Pending,2020-07-17,2025-12-14,,BIA,BIA appeal
ID-0238,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2020-07-18,,,USCIS,U Visa
ID-0239,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-07-19,,,USCIS,Asylum
ID-0240,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2020-07-20,,,USCIS,Adjustment of Status
ID-0241,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2020-07-20,2022-11-19,2023-01-05,Immigration Court,Motion to reopen
ID-0242,Attorney 6,Paralegal 2,Legal Assistant 2,Pending,2020-07-21,2020-12-25,,USCIS,Humanitarian reinstatement
ID-0243,Attorney 3,Paralegal 1,Legal Assistant 3,Closed,2020-07-21,2022-01-29,2024-10-03,USCIS,Adjustment of Status
ID-0244,Attorney 3,Paralegal 4,Legal Assistant 2,Open,2020-07-22,,,USCIS,U Visa
ID-0245,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2020-07-23,2021-05-08,2024-03-05,USCIS,Adjustment of Status
ID-0246,Attorney 2,Paralegal 1,Legal Assistant 2,Pending,2020-07-23,2024-04-16,,USCIS,Naturalization
ID-0247,Attorney 3,Paralegal 2,Legal Assistant 3,Open,2020-07-24,,,Immigration Court,Motion to reopen
ID-0248,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2020-07-24,2024-11-30,2025-09-20,USCIS,Humanitarian parole
ID-0249,Attorney 2,Paralegal 1,Legal Assistant 3,Open,2020-07-25,,,USCIS,Employment authorization
ID-0250,Attorney 4,Paralegal 1,Legal Assistant 3,Closed,2020-07-26,2025-02-19,2025-04-16,Immigration Court,Cancellation of removal
ID-0251,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2020-07-27,2024-01-04,2024-09-02,USCIS,Employment authorization
ID-0252,Attorney 7,Paralegal 1,Legal Assistant 1,Closed,2020-08-01,2024-09-30,2025-08-06,USCIS,Adjustment of Status
ID-0253,Attorney 1,Paralegal 5,Legal Assistant 1,Open,2020-08-03,,,USCIS,Asylum
ID-0254,Attorney 1,Paralegal 2,Legal Assistant 3,Open,2020-08-03,,,USCIS,Relative Petition
ID-0255,Attorney 5,Paralegal 5,Legal Assistant 3,Closed,2020-08-04,2022-11-07,2025-06-15,Immigration Court,Cancellation of removal
ID-0256,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-08-05,,,Immigration Court,Motion to reopen
ID-0257,Attorney 1,Paralegal 4,Legal Assistant 1,Open,2020-08-05,,,USCIS,I-601A
ID-0258,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-08-06,2023-12-28,,USCIS,Naturalization
ID-0259,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-08-06,2021-03-06,2025-06-13,USCIS,Humanitarian reinstatement
ID-0260,Attorney 6,Paralegal 3,Legal Assistant 3,Closed,2020-08-06,2023-07-05,2023-09-11,USCIS,I-601
ID-0261,Attorney 5,Paralegal 1,Legal Assistant 2,Pending,2020-08-09,2023-08-13,,USCIS,VAWA
ID-0262,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2020-08-10,,,USCIS,U Visa
ID-0263,Attorney 7,Paralegal 4,Legal Assistant 1,Closed,2020-08-10,2020-10-11,2022-11-18,USCIS,VAWA
ID-0264,Attorney 3,Paralegal 2,Legal Assistant 3,Open,2020-08-11,,,USCIS,Adjustment of Status
ID-0265,Attorney 5,Paralegal 2,Legal Assistant 1,Open,2020-08-11,,,USCIS,Relative Petition
ID-0266,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-08-13,,,USCIS,Relative Petition
ID-0267,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2020-08-14,2023-07-28,2023-08-07,USCIS,Humanitarian reinstatement
ID-0268,Attorney 1,Paralegal 5,Legal Assistant 2,Closed,2020-08-14,2024-07-05,2025-09-24,Immigration Court,Motion to reopen
ID-0269,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-08-15,,,USCIS,U Visa
ID-0270,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2020-08-15,2022-08-07,,USCIS,Employment authorization
ID-0271,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-08-16,2023-07-22,,USCIS,Adjustment of Status
ID-0272,Attorney 2,Paralegal 4,Legal Assistant 3,Pending,2020-08-16,2022-03-01,,USCIS,VAWA
ID-0273,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2020-08-16,,,USCIS,Adjustment of Status
ID-0274,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2020-08-19,,,Immigration Court,Motion to reopen
ID-0275,Attorney 2,Paralegal 5,Legal Assistant 1,Closed,2020-08-19,2022-02-01,2022-07-27,USCIS,U Visa
ID-0276,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2020-08-19,2021-04-30,2025-03-03,USCIS,Adjustment of Status
ID-0277,Attorney 5,Paralegal 4,Legal Assistant 2,Pending,2020-08-19,2022-05-24,,BIA,Asylum
ID-0278,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-08-21,2024-12-11,2025-02-10,Immigration Court,Asylum
ID-0279,Attorney 7,Paralegal 1,Legal Assistant 1,Closed,2020-08-21,2025-08-27,2025-08-29,BIA,Motion to reopen
ID-0280,Attorney 5,Paralegal 1,Legal Assistant 3,Closed,2020-08-22,2024-01-18,2025-10-06,USCIS,Employment authorization
ID-0281,Attorney 3,Paralegal 5,Legal Assistant 1,Open,2020-08-25,,,USCIS,Humanitarian reinstatement
ID-0282,Attorney 1,Paralegal 4,Legal Assistant 3,Closed,2020-08-25,2023-12-29,2024-11-15,USCIS,Relative Petition
ID-0283,Attorney 3,Paralegal 2,Legal Assistant 1,Closed,2020-08-29,2023-12-09,2024-10-25,BIA,Cancellation of removal
ID-0284,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2020-08-30,2023-03-16,2025-01-05,USCIS,Relative Petition
ID-0285,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2020-08-31,,,USCIS,VAWA
ID-0286,Attorney 7,Paralegal 1,Legal Assistant 3,Closed,2020-09-01,2022-12-04,2023-10-09,USCIS,Employment authorization
ID-0287,Attorney 6,Paralegal 1,Legal Assistant 2,Open,2020-09-01,,,USCIS,Naturalization
ID-0288,Attorney 2,Paralegal 1,Legal Assistant 2,Pending,2020-09-02,2023-12-25,,BIA,Cancellation of removal
ID-0289,Attorney 3,Paralegal 2,Legal Assistant 2,Open,2020-09-04,,,USCIS,Humanitarian reinstatement
ID-0290,Attorney 2,Paralegal 2,Legal Assistant 2,Closed,2020-09-04,2024-11-07,2025-08-24,USCIS,VAWA
ID-0291,Attorney 4,Paralegal 4,Legal Assistant 1,Closed,2020-09-04,2022-11-18,2024-03-21,Immigration Court,Asylum
ID-0292,Attorney 4,Paralegal 2,Legal Assistant 1,Closed,2020-09-05,2023-09-10,2024-04-27,USCIS,VAWA
ID-0293,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2020-09-05,,,Immigration Court,Asylum
ID-0294,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2020-09-07,2023-03-09,2024-04-18,BIA,Asylum
ID-0295,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2020-09-08,2022-03-16,2022-03-25,USCIS,Employment authorization
ID-0296,Attorney 6,Paralegal 2,Legal Assistant 1,Pending,2020-09-08,2022-03-26,,USCIS,Relative Petition
ID-0297,Attorney 1,Paralegal 3,Legal Assistant 1,Open,2020-09-09,,,USCIS,Adjustment of Status
ID-0298,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2020-09-09,2021-02-09,,USCIS,Humanitarian reinstatement
ID-0299,Attorney 2,Paralegal 1,Legal Assistant 3,Open,2020-09-09,,,USCIS,VAWA
ID-0300,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2020-09-10,2023-01-11,2023-12-05,USCIS,Asylum
ID-0301,Attorney 6,Paralegal 2,Legal Assistant 3,Closed,2020-09-10,2024-06-22,2025-05-18,USCIS,U Visa
ID-0302,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2020-09-10,,,USCIS,Employment authorization
ID-0303,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2020-09-10,2024-05-01,,USCIS,Relative Petition
ID-0304,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2020-09-11,,,USCIS,I-751
ID-0305,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-09-14,2025-12-04,,USCIS,I-601A
ID-0306,Attorney 1,Paralegal 3,Legal Assistant 3,Closed,2020-09-15,2020-12-02,2021-08-15,Immigration Court,Cancellation of removal
ID-0307,Attorney 1,Paralegal 5,Legal Assistant 1,Pending,2020-09-16,2024-09-25,,Immigration Court,Motion to reopen
ID-0308,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2020-09-17,2024-12-01,2025-01-17,USCIS,VAWA
ID-0309,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-09-17,2023-01-08,2024-12-22,USCIS,I-751
ID-0310,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2020-09-17,,,Immigration Court,Asylum
ID-0311,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2020-09-17,2022-03-18,2023-11-01,Immigration Court,Cancellation of removal
ID-0312,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2020-09-18,2022-08-09,2023-01-26,USCIS,Employment authorization
ID-0313,Attorney 7,Paralegal 2,Legal Assistant 2,Open,2020-09-19,,,USCIS,Asylum
ID-0314,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2020-09-20,,,Immigration Court,Asylum
ID-0315,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2020-09-20,2024-04-28,2025-07-30,USCIS,Humanitarian reinstatement
ID-0316,Attorney 2,Paralegal 1,Legal Assistant 3,Open,2020-09-21,,,USCIS,Employment authorization
ID-0317,Attorney 6,Paralegal 1,Legal Assistant 1,Closed,2020-09-22,2025-04-10,2025-11-02,USCIS,Humanitarian reinstatement
ID-0318,Attorney 4,Paralegal 1,Legal Assistant 2,Open,2020-09-22,,,USCIS,I-601
ID-0319,Attorney 5,Paralegal 5,Legal Assistant 3,Closed,2020-09-24,2024-02-13,2024-03-08,USCIS,Naturalization
ID-0320,Attorney 6,Paralegal 2,Legal Assistant 3,Closed,2020-09-25,2023-06-11,2023-12-17,USCIS,Humanitarian reinstatement
ID-0321,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2020-09-25,2024-03-04,2024-11-07,USCIS,Naturalization
ID-0322,Attorney 7,Paralegal 4,Legal Assistant 3,Closed,2020-09-26,2021-02-09,2024-09-08,USCIS,Naturalization
ID-0323,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2020-09-27,,,USCIS,Humanitarian reinstatement
ID-0324,Attorney 5,Paralegal 2,Legal Assistant 1,Pending,2020-09-28,2023-12-10,,USCIS,I-601A
ID-0325,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2020-09-29,2020-12-19,,USCIS,Humanitarian reinstatement
ID-0326,Attorney 6,Paralegal 3,Legal Assistant 3,Pending,2020-09-29,2025-10-14,,BIA,Cancellation of removal
ID-0327,Attorney 2,Paralegal 3,Legal Assistant 1,Closed,2020-09-29,2025-06-02,2025-06-18,USCIS,I-90
ID-0328,Attorney 4,Paralegal 3,Legal Assistant 1,Open,2020-09-30,,,USCIS,U Visa
ID-0329,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-10-01,,,USCIS,I-601
ID-0330,Attorney 2,Paralegal 1,Legal Assistant 2,Pending,2020-10-02,2023-06-03,,USCIS,Humanitarian parole
ID-0331,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2020-10-03,2022-09-20,,USCIS,Adjustment of Status
ID-0332,Attorney 2,Paralegal 5,Legal Assistant 2,Closed,2020-10-04,2024-08-06,2025-09-23,USCIS,I-601A
ID-0333,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2020-10-05,2024-02-07,2024-09-16,USCIS,I-601
ID-0334,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2020-10-05,2024-06-16,,USCIS,Employment authorization
ID-0335,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2020-10-06,2023-06-19,,USCIS,Humanitarian reinstatement
ID-0336,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2020-10-06,2022-01-01,,USCIS,I-601A
ID-0337,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2020-10-07,,,Immigration Court,Asylum
ID-0338,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2020-10-07,2021-02-24,2021-10-04,Immigration Court,Motion to reopen
ID-0339,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2020-10-08,2022-04-03,2025-06-28,USCIS,I-90
ID-0340,Attorney 1,Paralegal 5,Legal Assistant 2,Open,2020-10-10,,,USCIS,I-90
ID-0341,Attorney 4,Paralegal 1,Legal Assistant 2,Closed,2020-10-10,2023-07-17,2023-10-03,USCIS,I-90
ID-0342,Attorney 3,Paralegal 5,Legal Assistant 2,Closed,2020-10-10,2022-12-29,2023-05-21,BIA,Asylum
ID-0343,Attorney 1,Paralegal 1,Legal Assistant 2,Pending,2020-10-10,2023-06-04,,USCIS,Adjustment of Status
ID-0344,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-10-10,2022-03-24,,USCIS,Employment authorization
ID-0345,Attorney 2,Paralegal 4,Legal Assistant 1,Open,2020-10-12,,,USCIS,Employment authorization
ID-0346,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2020-10-14,2025-09-04,2025-12-26,Immigration Court,Asylum
ID-0347,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-10-15,,,USCIS,U Visa
ID-0348,Attorney 1,Paralegal 3,Legal Assistant 2,Closed,2020-10-15,2022-09-13,2024-06-01,Immigration Court,Cancellation of removal
ID-0349,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2020-10-16,2025-03-14,2025-07-28,USCIS,Relative Petition
ID-0350,Attorney 1,Paralegal 3,Legal Assistant 3,Open,2020-10-17,,,BIA,BIA appeal
ID-0351,Attorney 1,Paralegal 2,Legal Assistant 1,Closed,2020-10-17,2022-10-31,2025-01-04,USCIS,Asylum
ID-0352,Attorney 4,Paralegal 1,Legal Assistant 2,Open,2020-10-17,,,Immigration Court,Asylum
ID-0353,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2020-10-18,2023-02-08,2024-12-06,USCIS,Humanitarian parole
ID-0354,Attorney 1,Paralegal 2,Legal Assistant 1,Open,2020-10-20,,,USCIS,Employment authorization
ID-0355,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2020-10-20,2023-12-11,,USCIS,Humanitarian parole
ID-0356,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2020-10-24,2022-03-07,2024-07-10,USCIS,Relative Petition
ID-0357,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-10-24,,,USCIS,Adjustment of Status
ID-0358,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-10-26,2021-12-17,2022-01-21,USCIS,Adjustment of Status
ID-0359,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2020-10-26,2022-10-14,2024-07-23,USCIS,U Visa
ID-0360,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2020-10-27,2024-12-26,2025-04-09,USCIS,Adjustment of Status
ID-0361,Attorney 2,Paralegal 1,Legal Assistant 2,Pending,2020-10-28,2021-07-29,,USCIS,Employment authorization
ID-0362,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2020-10-28,,,USCIS,Employment authorization
ID-0363,Attorney 2,Paralegal 4,Legal Assistant 3,Closed,2020-10-28,2023-02-02,2025-06-10,USCIS,Humanitarian reinstatement
ID-0364,Attorney 7,Paralegal 2,Legal Assistant 1,Open,2020-10-29,,,BIA,BIA appeal
ID-0365,Attorney 1,Paralegal 1,Legal Assistant 2,Open,2020-10-30,,,USCIS,Relative Petition
ID-0366,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2020-10-30,2024-04-21,2025-02-28,BIA,BIA appeal
ID-0367,Attorney 2,Paralegal 1,Legal Assistant 2,Pending,2020-10-30,2024-06-25,,BIA,Asylum
ID-0368,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2020-10-31,2023-01-29,,USCIS,I-601A
ID-0369,Attorney 3,Paralegal 2,Legal Assistant 1,Pending,2020-10-31,2021-04-03,,USCIS,Relative Petition
ID-0370,Attorney 3,Paralegal 2,Legal Assistant 2,Open,2020-10-31,,,USCIS,Employment authorization
ID-0371,Attorney 1,Paralegal 3,Legal Assistant 1,Closed,2020-11-01,2020-12-01,2021-07-19,Immigration Court,Asylum
ID-0372,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2020-11-01,,,USCIS,I-751
ID-0373,Attorney 4,Paralegal 1,Legal Assistant 1,Closed,2020-11-01,2023-04-07,2025-09-09,USCIS,I-751
ID-0374,Attorney 1,Paralegal 1,Legal Assistant 3,Pending,2020-11-02,2025-01-07,,USCIS,Relative Petition
ID-0375,Attorney 7,Paralegal 2,Legal Assistant 1,Closed,2020-11-03,2020-12-27,2022-06-01,USCIS,VAWA
ID-0376,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-11-03,,,BIA,BIA appeal
ID-0377,Attorney 2,Paralegal 3,Legal Assistant 3,Closed,2020-11-04,2025-06-03,2025-07-31,USCIS,Employment authorization
ID-0378,Attorney 2,Paralegal 1,Legal Assistant 3,Closed,2020-11-05,2024-05-01,2025-11-23,USCIS,Humanitarian reinstatement
ID-0379,Attorney 2,Paralegal 2,Legal Assistant 1,Open,2020-11-05,,,USCIS,Employment authorization
ID-0380,Attorney 5,Paralegal 1,Legal Assistant 1,Closed,2020-11-06,2020-11-22,2024-11-07,USCIS,Employment authorization
ID-0381,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-11-06,2022-08-15,,USCIS,Relative Petition
ID-0382,Attorney 2,Paralegal 3,Legal Assistant 3,Open,2020-11-06,,,USCIS,Employment authorization
ID-0383,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2020-11-08,,,USCIS,I-601A
ID-0384,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2020-11-08,2021-12-28,,Immigration Court,Cancellation of removal
ID-0385,Attorney 2,Paralegal 1,Legal Assistant 1,Closed,2020-11-09,2025-09-27,2025-12-18,Immigration Court,Cancellation of removal
ID-0386,Attorney 7,Paralegal 3,Legal Assistant 2,Pending,2020-11-10,2023-09-18,,USCIS,Employment authorization
ID-0387,Attorney 5,Paralegal 1,Legal Assistant 1,Pending,2020-11-10,2022-07-12,,USCIS,I-601
ID-0388,Attorney 1,Paralegal 5,Legal Assistant 2,Open,2020-11-11,,,USCIS,Relative Petition
ID-0389,Attorney 5,Paralegal 5,Legal Assistant 1,Pending,2020-11-12,2022-04-18,,USCIS,Humanitarian reinstatement
ID-0390,Attorney 7,Paralegal 4,Legal Assistant 2,Closed,2020-11-12,2023-10-06,2025-03-31,USCIS,I-601
ID-0391,Attorney 1,Paralegal 1,Legal Assistant 3,Open,2020-11-12,,,USCIS,Adjustment of Status
ID-0392,Attorney 2,Paralegal 2,Legal Assistant 1,Pending,2020-11-13,2020-11-23,,USCIS,Adjustment of Status
ID-0393,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-11-14,2022-03-12,,USCIS,U Visa
ID-0394,Attorney 3,Paralegal 4,Legal Assistant 1,Pending,2020-11-15,2021-09-21,,USCIS,Employment authorization
ID-0395,Attorney 1,Paralegal 2,Legal Assistant 2,Open,2020-11-16,,,USCIS,Relative Petition
ID-0396,Attorney 3,Paralegal 1,Legal Assistant 1,Closed,2020-11-18,2024-01-21,2025-10-29,USCIS,Relative Petition
ID-0397,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-11-20,2024-04-23,2024-07-04,USCIS,Employment authorization
ID-0398,Attorney 2,Paralegal 3,Legal Assistant 1,Open,2020-11-22,,,USCIS,I-601A
ID-0399,Attorney 1,Paralegal 4,Legal Assistant 2,Open,2020-11-23,,,USCIS,VAWA
ID-0400,Attorney 3,Paralegal 2,Legal Assistant 2,Closed,2020-11-23,2023-04-13,2024-11-29,Immigration Court,Asylum
ID-0401,Attorney 2,Paralegal 2,Legal Assistant 1,Pending,2020-11-23,2021-08-12,,USCIS,Employment authorization
ID-0402,Attorney 3,Paralegal 3,Legal Assistant 1,Open,2020-11-24,,,USCIS,Relative Petition
ID-0403,Attorney 1,Paralegal 4,Legal Assistant 2,Closed,2020-11-25,2022-10-17,2023-09-26,USCIS,Asylum
ID-0404,Attorney 1,Paralegal 3,Legal Assistant 1,Open,2020-11-27,,,USCIS,I-601A
ID-0405,Attorney 2,Paralegal 1,Legal Assistant 2,Closed,2020-11-27,2025-03-14,2025-07-09,USCIS,I-601A
ID-0406,Attorney 6,Paralegal 2,Legal Assistant 3,Closed,2020-11-27,2021-12-11,2022-11-29,USCIS,Relative Petition
ID-0407,Attorney 1,Paralegal 4,Legal Assistant 1,Closed,2020-11-29,2021-09-29,2022-08-14,USCIS,Employment authorization
ID-0408,Attorney 3,Paralegal 1,Legal Assistant 1,Pending,2020-11-29,2021-06-25,,USCIS,Naturalization
ID-0409,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-11-29,,,BIA,Motion to reopen
ID-0410,Attorney 3,Paralegal 1,Legal Assistant 1,Open,2020-11-30,,,USCIS,Adjustment of Status
ID-0411,Attorney 1,Paralegal 1,Legal Assistant 3,Closed,2020-11-30,2025-01-25,2025-06-25,USCIS,Adjustment of Status
ID-0412,Attorney 2,Paralegal 3,Legal Assistant 3,Open,2020-12-01,,,USCIS,I-601A
ID-0413,Attorney 1,Paralegal 1,Legal Assistant 1,Closed,2020-12-01,2021-07-12,2025-08-20,USCIS,VAWA
ID-0414,Attorney 1,Paralegal 2,Legal Assistant 3,Pending,2020-12-03,2023-11-17,,USCIS,Employment authorization
ID-0415,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-12-03,2025-12-30,,BIA,Motion to reopen
ID-0416,Attorney 1,Paralegal 4,Legal Assistant 3,Open,2020-12-04,,,USCIS,Adjustment of Status
ID-0417,Attorney 2,Paralegal 4,Legal Assistant 3,Pending,2020-12-04,2024-03-08,,BIA,Cancellation of removal
ID-0418,Attorney 7,Paralegal 2,Legal Assistant 1,Closed,2020-12-05,2023-01-08,2024-11-30,USCIS,I-601A
ID-0419,Attorney 2,Paralegal 3,Legal Assistant 2,Closed,2020-12-05,2021-12-24,2023-05-21,BIA,BIA appeal
ID-0420,Attorney 6,Paralegal 1,Legal Assistant 2,Open,2020-12-05,,,USCIS,Relative Petition
ID-0421,Attorney 2,Paralegal 4,Legal Assistant 1,Open,2020-12-07,,,USCIS,Employment authorization
ID-0422,Attorney 1,Paralegal 3,Legal Assistant 1,Pending,2020-12-08,2020-12-12,,USCIS,I-601A
ID-0423,Attorney 1,Paralegal 1,Legal Assistant 2,Closed,2020-12-09,2021-09-23,2023-08-01,USCIS,Naturalization
ID-0424,Attorney 1,Paralegal 5,Legal Assistant 1,Closed,2020-12-10,2025-10-06,2025-11-21,USCIS,Adjustment of Status
ID-0425,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-12-10,2021-09-02,,USCIS,I-601
ID-0426,Attorney 5,Paralegal 2,Legal Assistant 1,Closed,2020-12-13,2021-01-19,2022-04-06,USCIS,Relative Petition
ID-0427,Attorney 3,Paralegal 1,Legal Assistant 2,Closed,2020-12-13,2025-01-26,2025-07-22,USCIS,Asylum
ID-0428,Attorney 2,Paralegal 3,Legal Assistant 1,Closed,2020-12-14,2023-01-25,2025-02-09,USCIS,Humanitarian reinstatement
ID-0429,Attorney 2,Paralegal 1,Legal Assistant 1,Pending,2020-12-16,2022-10-05,,USCIS,Relative Petition
ID-0430,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-12-16,2024-07-29,,USCIS,Relative Petition
ID-0431,Attorney 2,Paralegal 2,Legal Assistant 1,Closed,2020-12-16,2023-08-06,2024-03-07,Immigration Court,Motion to reopen
ID-0432,Attorney 1,Paralegal 5,Legal Assistant 2,Open,2020-12-18,,,USCIS,Adjustment of Status
ID-0433,Attorney 1,Paralegal 1,Legal Assistant 1,Open,2020-12-19,,,USCIS,Adjustment of Status
ID-0434,Attorney 1,Paralegal 2,Legal Assistant 2,Closed,2020-12-22,2025-07-28,2025-10-28,USCIS,Naturalization
ID-0435,Attorney 1,Paralegal 2,Legal Assistant 1,Pending,2020-12-22,2023-04-30,,USCIS,Relative Petition
ID-0436,Attorney 3,Paralegal 4,Legal Assistant 2,Pending,2020-12-23,2024-07-23,,USCIS,Relative Petition
ID-0437,Attorney 1,Paralegal 1,Legal Assistant 1,Pending,2020-12-23,2025-05-23,,USCIS,Humanitarian reinstatement
ID-0438,Attorney 1,Paralegal 2,Legal Assistant 3,Closed,2020-12-24,2023-04-23,2025-03-20,USCIS,I-90
ID-0439,Attorney 6,Paralegal 5,Legal Assistant 1,Closed,2020-12-25,2022-05-30,2024-04-10,Immigration Court,Motion to reopen
ID-0440,Attorney 7,Paralegal 1,Legal Assistant 3,Pending,2020-12-26,2025-11-15,,BIA,Cancellation of removal
ID-0441,Attorney 2,Paralegal 1,Legal Assistant 1,Open,2020-12-27,,,USCIS,Employment authorization
